School_Year,School_Name,Teacher_Name,Student_ID,Current_Grade,Test_Date,Test_Type,Scaled_Score,Percentile_Rank,Current_SGP
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1859,2,11/9/2020,Star Math Enterprise Tests,427,44,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1481,2,1/19/2021,Star Math Enterprise Tests,427,36,58
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1726,2,11/11/2020,Star Math Enterprise Tests,428,56,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,2144,2,9/9/2020,Star Math Enterprise Tests,429,46,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,2070,2,1/19/2021,Star Math Enterprise Tests,429,37,39
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1865,2,9/8/2020,Star Math Enterprise Tests,430,58,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2007,2,9/8/2020,Star Math Enterprise Tests,430,57,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1649,2,11/5/2020,Star Math Enterprise Tests,430,57,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1681,2,1/19/2021,Star Math Enterprise Tests,431,37,7
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2002,2,11/2/2020,Star Math Enterprise Tests,432,58,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1876,2,1/20/2021,Star Math Enterprise Tests,432,58,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1762,2,1/19/2021,Star Math Enterprise Tests,432,58,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1786,2,1/21/2021,Star Math Enterprise Tests,432,38,15
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1650,2,11/12/2020,Star Math Enterprise Tests,432,48,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1497,2,11/13/2020,Star Math Enterprise Tests,433,38,73
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1849,2,11/5/2020,Star Math Enterprise Tests,434,59,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1592,2,1/21/2021,Star Math Enterprise Tests,434,49,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2014,2,9/9/2020,Star Math Enterprise Tests,435,49,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1786,2,9/9/2020,Star Math Enterprise Tests,436,50,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2149,2,1/25/2021,Star Math Enterprise Tests,436,60,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1948,2,1/19/2021,Star Math Enterprise Tests,436,60,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1563,2,1/19/2021,Star Math Enterprise Tests,437,50,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,2115,2,3/8/2021,Star Math Enterprise Tests,437,40,38
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1681,2,1/19/2021,Star Math Enterprise Tests,437,60,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,2129,2,11/11/2020,Star Math Enterprise Tests,437,61,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,2155,2,11/5/2020,Star Math Enterprise Tests,438,61,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1786,2,9/11/2020,Star Math Enterprise Tests,439,51,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2014,2,11/12/2020,Star Math Enterprise Tests,440,61,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1498,2,11/4/2020,Star Math Enterprise Tests,440,61,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1846,2,1/19/2021,Star Math Enterprise Tests,440,62,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2073,2,1/19/2021,Star Math Enterprise Tests,441,62,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1639,2,9/9/2020,Star Math Enterprise Tests,441,42,55
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1697,2,1/19/2021,Star Math Enterprise Tests,441,52,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1865,2,9/8/2020,Star Math Enterprise Tests,442,52,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1842,2,3/8/2021,Star Math Enterprise Tests,442,62,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1941,2,1/19/2021,Star Math Enterprise Tests,442,43,40
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,2113,2,9/16/2020,Star Math Enterprise Tests,442,53,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1867,2,1/19/2021,Star Math Enterprise Tests,442,53,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1686,2,1/19/2021,Star Math Enterprise Tests,443,63,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1704,2,11/4/2020,Star Math Enterprise Tests,444,64,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1811,2,11/2/2020,Star Math Enterprise Tests,444,54,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,2082,2,1/19/2021,Star Math Enterprise Tests,445,44,43
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1760,2,9/8/2020,Star Math Enterprise Tests,446,65,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2146,2,11/6/2020,Star Math Enterprise Tests,447,65,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1980,2,9/10/2020,Star Math Enterprise Tests,448,65,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,2123,2,9/8/2020,Star Math Enterprise Tests,448,66,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1565,2,1/21/2021,Star Math Enterprise Tests,448,45,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1725,2,1/19/2021,Star Math Enterprise Tests,450,67,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,2155,2,1/19/2021,Star Math Enterprise Tests,451,57,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1596,2,11/5/2020,Star Math Enterprise Tests,452,67,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1867,2,1/19/2021,Star Math Enterprise Tests,453,67,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1859,2,9/9/2020,Star Math Enterprise Tests,453,48,47
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1673,2,11/4/2020,Star Math Enterprise Tests,459,51,32
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,2071,2,11/9/2020,Star Math Enterprise Tests,459,61,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1842,2,9/8/2020,Star Math Enterprise Tests,460,52,17
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1512,2,11/4/2020,Star Math Enterprise Tests,460,71,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2146,2,9/9/2020,Star Math Enterprise Tests,461,52,15
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1535,2,11/4/2020,Star Math Enterprise Tests,461,53,33
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1512,2,9/10/2020,Star Math Enterprise Tests,461,62,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1552,2,11/4/2020,Star Math Enterprise Tests,462,63,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1499,2,1/20/2021,Star Math Enterprise Tests,464,63,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1767,2,11/5/2020,Star Math Enterprise Tests,464,53,65
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1702,2,1/22/2021,Star Math Enterprise Tests,464,53,78
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1569,2,9/8/2020,Star Math Enterprise Tests,465,73,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2002,2,11/2/2020,Star Math Enterprise Tests,465,64,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1861,2,11/12/2020,Star Math Enterprise Tests,466,64,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1876,2,1/19/2021,Star Math Enterprise Tests,467,55,27
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1499,2,11/9/2020,Star Math Enterprise Tests,467,74,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1854,2,11/2/2020,Star Math Enterprise Tests,467,65,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1565,2,1/19/2021,Star Math Enterprise Tests,467,65,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1597,2,11/10/2020,Star Math Enterprise Tests,468,56,94
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1522,2,1/22/2021,Star Math Enterprise Tests,468,55,66
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1605,2,1/19/2021,Star Math Enterprise Tests,469,75,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1725,2,9/8/2020,Star Math Enterprise Tests,469,66,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1512,2,1/19/2021,Star Math Enterprise Tests,469,56,13
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,2077,2,11/2/2020,Star Math Enterprise Tests,471,58,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1864,2,11/2/2020,Star Math Enterprise Tests,471,75,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1431,2,1/19/2021,Star Math Enterprise Tests,471,75,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,2162,2,11/4/2020,Star Math Enterprise Tests,471,57,56
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1998,2,11/4/2020,Star Math Enterprise Tests,472,75,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2086,2,11/4/2020,Star Math Enterprise Tests,472,67,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1707,2,11/2/2020,Star Math Enterprise Tests,473,76,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1592,2,9/11/2020,Star Math Enterprise Tests,474,58,37
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1876,2,1/19/2021,Star Math Enterprise Tests,475,69,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1665,2,1/19/2021,Star Math Enterprise Tests,476,60,72
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1854,2,9/10/2020,Star Math Enterprise Tests,477,60,85
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1549,2,1/19/2021,Star Math Enterprise Tests,478,61,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1811,2,9/10/2020,Star Math Enterprise Tests,479,61,51
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2149,2,9/30/2020,Star Math Enterprise Tests,480,61,34
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1528,2,11/2/2020,Star Math Enterprise Tests,482,79,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2014,2,9/8/2020,Star Math Enterprise Tests,483,63,64
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2142,2,9/10/2020,Star Math Enterprise Tests,486,73,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1563,2,9/8/2020,Star Math Enterprise Tests,486,64,59
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1880,2,9/9/2020,Star Math Enterprise Tests,487,74,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1849,2,1/19/2021,Star Math Enterprise Tests,487,64,41
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1431,2,1/21/2021,Star Math Enterprise Tests,487,73,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1922,2,1/19/2021,Star Math Enterprise Tests,488,74,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1786,2,1/22/2021,Star Math Enterprise Tests,488,74,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1692,2,11/12/2020,Star Math Enterprise Tests,489,81,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1707,2,1/19/2021,Star Math Enterprise Tests,491,67,19
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2139,2,9/8/2020,Star Math Enterprise Tests,491,82,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1570,2,9/9/2020,Star Math Enterprise Tests,491,75,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1431,2,11/4/2020,Star Math Enterprise Tests,493,67,21
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2073,2,11/5/2020,Star Math Enterprise Tests,495,68,46
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1929,2,1/19/2021,Star Math Enterprise Tests,497,78,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,2162,2,1/19/2021,Star Math Enterprise Tests,497,78,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,2040,2,9/8/2020,Star Math Enterprise Tests,497,84,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1921,2,11/4/2020,Star Math Enterprise Tests,498,78,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1865,2,9/14/2020,Star Math Enterprise Tests,499,70,53
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1570,2,9/9/2020,Star Math Enterprise Tests,500,85,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2139,2,11/4/2020,Star Math Enterprise Tests,503,79,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1598,2,9/16/2020,Star Math Enterprise Tests,503,86,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1846,2,1/19/2021,Star Math Enterprise Tests,503,79,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1477,2,11/2/2020,Star Math Enterprise Tests,504,72,72
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1929,2,11/9/2020,Star Math Enterprise Tests,504,86,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1565,2,9/8/2020,Star Math Enterprise Tests,506,86,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1692,2,9/15/2020,Star Math Enterprise Tests,506,73,19
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1861,2,11/4/2020,Star Math Enterprise Tests,507,74,87
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,2132,2,9/9/2020,Star Math Enterprise Tests,507,87,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,2123,2,11/4/2020,Star Math Enterprise Tests,509,74,50
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1842,2,1/19/2021,Star Math Enterprise Tests,511,82,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1969,2,9/10/2020,Star Math Enterprise Tests,513,76,96
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1657,2,1/21/2021,Star Math Enterprise Tests,514,83,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1716,2,11/4/2020,Star Math Enterprise Tests,515,83,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1686,2,1/19/2021,Star Math Enterprise Tests,515,83,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1700,2,9/8/2020,Star Math Enterprise Tests,516,83,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2142,2,11/6/2020,Star Math Enterprise Tests,519,78,83
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,2155,2,1/19/2021,Star Math Enterprise Tests,519,78,64
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1941,2,9/9/2020,Star Math Enterprise Tests,520,85,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1726,2,9/9/2020,Star Math Enterprise Tests,521,79,71
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1512,2,1/19/2021,Star Math Enterprise Tests,521,79,50
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1605,2,1/19/2021,Star Math Enterprise Tests,522,85,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,2040,2,1/19/2021,Star Math Enterprise Tests,523,80,26
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1998,2,11/2/2020,Star Math Enterprise Tests,525,86,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1605,2,1/19/2021,Star Math Enterprise Tests,526,80,47
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1570,2,11/9/2020,Star Math Enterprise Tests,526,86,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1540,2,1/19/2021,Star Math Enterprise Tests,527,87,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2007,2,1/19/2021,Star Math Enterprise Tests,527,87,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,2071,2,11/4/2020,Star Math Enterprise Tests,528,81,84
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2073,2,9/17/2020,Star Math Enterprise Tests,530,87,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1492,2,9/16/2020,Star Math Enterprise Tests,534,92,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1596,2,11/9/2020,Star Math Enterprise Tests,534,88,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1716,2,11/4/2020,Star Math Enterprise Tests,536,92,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2013,2,1/28/2021,Star Math Enterprise Tests,539,90,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1937,2,9/9/2020,Star Math Enterprise Tests,541,93,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1929,2,9/8/2020,Star Math Enterprise Tests,542,85,36
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1596,2,1/19/2021,Star Math Enterprise Tests,542,85,72
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2030,2,11/10/2020,Star Math Enterprise Tests,543,90,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,2040,2,9/9/2020,Star Math Enterprise Tests,545,90,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1598,2,9/15/2020,Star Math Enterprise Tests,545,86,39
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1903,2,1/19/2021,Star Math Enterprise Tests,547,86,10
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1942,2,11/12/2020,Star Math Enterprise Tests,549,94,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1567,2,11/4/2020,Star Math Enterprise Tests,554,94,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1498,2,1/19/2021,Star Math Enterprise Tests,554,92,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,2123,2,9/9/2020,Star Math Enterprise Tests,555,92,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1867,2,9/11/2020,Star Math Enterprise Tests,556,89,81
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1692,2,11/4/2020,Star Math Enterprise Tests,556,92,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2013,2,1/19/2021,Star Math Enterprise Tests,558,93,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1700,2,1/19/2021,Star Math Enterprise Tests,559,95,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1880,2,1/19/2021,Star Math Enterprise Tests,568,91,2
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1946,2,11/2/2020,Star Math Enterprise Tests,568,94,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1567,2,11/2/2020,Star Math Enterprise Tests,569,94,
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1567,2,9/9/2020,Star Math Enterprise Tests,571,91,28
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2013,2,1/19/2021,Star Math Enterprise Tests,571,96,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1549,2,11/12/2020,Star Math Enterprise Tests,577,96,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1716,2,11/5/2020,Star Math Enterprise Tests,578,93,46
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2007,2,9/11/2020,Star Math Enterprise Tests,579,93,96
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1946,2,11/12/2020,Star Math Enterprise Tests,580,95,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1704,2,9/10/2020,Star Math Enterprise Tests,581,93,94
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1786,2,11/4/2020,Star Math Enterprise Tests,585,95,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1680,2,9/10/2020,Star Math Enterprise Tests,585,97,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1967,2,1/19/2021,Star Math Enterprise Tests,587,94,99
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1562,2,11/5/2020,Star Math Enterprise Tests,591,96,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1921,2,9/11/2020,Star Math Enterprise Tests,592,94,98
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2139,2,9/8/2020,Star Math Enterprise Tests,594,95,85
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1495,2,11/9/2020,Star Math Enterprise Tests,594,95,99
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1509,2,9/8/2020,Star Math Enterprise Tests,595,97,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,2105,2,1/19/2021,Star Math Enterprise Tests,600,97,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1903,2,11/4/2020,Star Math Enterprise Tests,603,97,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1467,2,1/20/2021,Star Math Enterprise Tests,604,97,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,2013,2,1/19/2021,Star Math Enterprise Tests,604,96,46
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,2132,2,11/4/2020,Star Math Enterprise Tests,612,97,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1540,2,11/2/2020,Star Math Enterprise Tests,615,98,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2002,2,11/5/2020,Star Math Enterprise Tests,615,96,99
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1937,2,9/9/2020,Star Math Enterprise Tests,616,97,76
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1570,2,11/4/2020,Star Math Enterprise Tests,620,97,93
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1588,2,1/19/2021,Star Math Enterprise Tests,622,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1498,2,1/19/2021,Star Math Enterprise Tests,624,97,99
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1518,2,11/9/2020,Star Math Enterprise Tests,625,98,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1846,2,1/21/2021,Star Math Enterprise Tests,627,97,99
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2019,2,9/10/2020,Star Math Enterprise Tests,632,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1923,2,11/9/2020,Star Math Enterprise Tests,634,98,99
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1453,2,1/19/2021,Star Math Enterprise Tests,634,98,99
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1492,2,11/4/2020,Star Math Enterprise Tests,636,98,90
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1998,2,11/5/2020,Star Math Enterprise Tests,642,98,99
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1849,2,9/9/2020,Star Math Enterprise Tests,642,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1909,2,11/2/2020,Star Math Enterprise Tests,644,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,2070,2,1/19/2021,Star Math Enterprise Tests,644,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,2132,2,11/4/2020,Star Math Enterprise Tests,646,98,98
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1492,2,1/19/2021,Star Math Enterprise Tests,646,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2149,2,9/9/2020,Star Math Enterprise Tests,663,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1909,2,9/9/2020,Star Math Enterprise Tests,666,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1984,2,11/4/2020,Star Math Enterprise Tests,674,99,10
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1449,2,9/11/2020,Star Math Enterprise Tests,676,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,2105,2,11/4/2020,Star Math Enterprise Tests,677,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1726,2,11/5/2020,Star Math Enterprise Tests,681,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1946,2,11/12/2020,Star Math Enterprise Tests,682,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,1833,2,9/8/2020,Star Math Enterprise Tests,682,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher10,2113,2,9/10/2020,Star Math Enterprise Tests,691,99,99
2020-2021 School Year,Kipp Columbus Elementary,Teacher26,1864,2,11/5/2020,Star Math Enterprise Tests,701,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,2077,2,1/21/2021,Star Math Enterprise Tests,705,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1923,2,9/10/2020,Star Math Enterprise Tests,705,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1540,2,9/8/2020,Star Math Enterprise Tests,705,99,93
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1880,2,1/19/2021,Star Math Enterprise Tests,710,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,2033,2,9/10/2020,Star Math Enterprise Tests,716,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,1700,2,9/9/2020,Star Math Enterprise Tests,733,99,99
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1946,2,1/19/2021,Star Math Enterprise Tests,751,99,89
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1984,2,11/2/2020,Star Math Enterprise Tests,762,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1984,2,1/20/2021,Star Math Enterprise Tests,801,99,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1562,2,9/8/2020,Star Math Enterprise Tests,899,99,99
2020-2021 School Year,Kipp Columbus Elementary,Teacher7,1495,2,11/4/2020,Star Reading Enterprise Tests,8,1,
2020-2021 School Year,Kipp Columbus Elementary,Teacher29,2144,2,11/4/2020,Star Reading Enterprise Tests,8,1,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1860,2,1/25/2021,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1763,2,9/10/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher16,1681,2,11/2/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1764,2,9/11/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2089,2,11/2/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,2036,2,11/9/2020,Star Reading Enterprise Tests,8,1,
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,2019,2,1/19/2021,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher6,1522,2,11/2/2020,Star Reading Enterprise Tests,8,1,
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1764,2,11/2/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher18,1557,2,9/17/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1795,2,9/14/2020,Star Reading Enterprise Tests,8,1,1
2020-2021 School Year,Kipp Columbus Elementary,Teacher11,1562,2,11/4/2020,Star Reading Enterprise Tests,8,1,1
