School_Year,School_Name,Teacher_Name,Student_ID,Current_Grade,Test_Date,Test_Type,Scaled_Score,Percentile_Rank,Current_SGP
2020-2021 School Year,Kipp Columbus Primary,Teacher43,3042,1,11/2/2020,Star Math Enterprise Tests,302,58,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2806,1,11/5/2020,Star Math Enterprise Tests,302,52,
2020-2021 School Year,Kipp Columbus Primary,Teacher41,2832,1,9/8/2020,Star Math Enterprise Tests,303,41,6
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2897,1,1/19/2021,Star Math Enterprise Tests,304,59,
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2956,1,1/19/2021,Star Math Enterprise Tests,304,42,22
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2985,1,1/27/2021,Star Math Enterprise Tests,304,53,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2897,1,1/19/2021,Star Math Enterprise Tests,306,54,
2020-2021 School Year,Kipp Columbus Primary,Teacher42,2945,1,1/19/2021,Star Math Enterprise Tests,306,54,
2020-2021 School Year,Kipp Columbus Primary,Teacher36,2665,1,11/5/2020,Star Math Enterprise Tests,306,60,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,3046,1,11/12/2020,Star Math Enterprise Tests,306,54,
2020-2021 School Year,Kipp Columbus Primary,Teacher40,2882,1,11/4/2020,Star Math Enterprise Tests,308,60,
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2808,1,11/4/2020,Star Math Enterprise Tests,308,56,
2020-2021 School Year,Kipp Columbus Primary,Teacher36,2785,1,1/19/2021,Star Math Enterprise Tests,308,43,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2865,1,9/9/2020,Star Math Enterprise Tests,309,61,
2020-2021 School Year,Kipp Columbus Primary,Teacher39,3022,1,1/21/2021,Star Math Enterprise Tests,310,56,
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2960,1,1/22/2021,Star Math Enterprise Tests,311,44,23
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2706,1,1/19/2021,Star Math Enterprise Tests,313,57,
2020-2021 School Year,Kipp Columbus Primary,Teacher38,2691,1,11/12/2020,Star Math Enterprise Tests,314,57,
2020-2021 School Year,Kipp Columbus Primary,Teacher42,2987,1,9/8/2020,Star Math Enterprise Tests,314,57,
2020-2021 School Year,Kipp Columbus Primary,Teacher43,3032,1,1/19/2021,Star Math Enterprise Tests,314,63,
2020-2021 School Year,Kipp Columbus Primary,Teacher39,2723,1,9/9/2020,Star Math Enterprise Tests,315,47,39
2020-2021 School Year,Kipp Columbus Primary,Teacher41,3025,1,9/15/2020,Star Math Enterprise Tests,315,58,
2020-2021 School Year,Kipp Columbus Primary,Teacher36,2916,1,11/6/2020,Star Math Enterprise Tests,316,63,
2020-2021 School Year,Kipp Columbus Primary,Teacher38,2685,1,1/19/2021,Star Math Enterprise Tests,316,58,
2020-2021 School Year,Kipp Columbus Primary,Teacher42,3021,1,11/2/2020,Star Math Enterprise Tests,317,47,1
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2951,1,11/4/2020,Star Math Enterprise Tests,317,59,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2647,1,11/4/2020,Star Math Enterprise Tests,317,47,4
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2655,1,11/4/2020,Star Math Enterprise Tests,318,64,
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2702,1,9/9/2020,Star Math Enterprise Tests,318,59,
2020-2021 School Year,Kipp Columbus Primary,Teacher36,2913,1,1/19/2021,Star Math Enterprise Tests,320,48,2
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2875,1,1/20/2021,Star Math Enterprise Tests,321,65,
2020-2021 School Year,Kipp Columbus Primary,Teacher39,3014,1,9/8/2020,Star Math Enterprise Tests,321,49,2
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2923,1,9/8/2020,Star Math Enterprise Tests,321,60,
2020-2021 School Year,Kipp Columbus Primary,Teacher42,2659,1,9/9/2020,Star Math Enterprise Tests,321,60,
2020-2021 School Year,Kipp Columbus Primary,Teacher40,2863,1,9/10/2020,Star Math Enterprise Tests,321,66,
2020-2021 School Year,Kipp Columbus Primary,Teacher38,2938,1,9/16/2020,Star Math Enterprise Tests,322,60,
2020-2021 School Year,Kipp Columbus Primary,Teacher38,2989,1,3/5/2021,Star Math Enterprise Tests,322,60,
2020-2021 School Year,Kipp Columbus Primary,Teacher39,2925,1,1/20/2021,Star Math Enterprise Tests,322,49,6
2020-2021 School Year,Kipp Columbus Primary,Teacher38,2877,1,9/17/2020,Star Math Enterprise Tests,322,60,
2020-2021 School Year,Kipp Columbus Primary,Teacher40,3015,1,1/19/2021,Star Math Enterprise Tests,322,49,41
2020-2021 School Year,Kipp Columbus Primary,Teacher40,2863,1,11/4/2020,Star Math Enterprise Tests,322,66,
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2964,1,1/21/2021,Star Math Enterprise Tests,322,49,34
2020-2021 School Year,Kipp Columbus Primary,Teacher42,2766,1,1/19/2021,Star Math Enterprise Tests,322,49,25
2020-2021 School Year,Kipp Columbus Primary,Teacher43,3006,1,11/4/2020,Star Math Enterprise Tests,322,60,
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2923,1,1/19/2021,Star Math Enterprise Tests,323,49,26
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2985,1,9/8/2020,Star Math Enterprise Tests,323,66,
2020-2021 School Year,Kipp Columbus Primary,Teacher38,2685,1,1/20/2021,Star Math Enterprise Tests,323,49,2
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2874,1,11/11/2020,Star Math Enterprise Tests,323,66,
2020-2021 School Year,Kipp Columbus Primary,Teacher38,2899,1,11/4/2020,Star Math Enterprise Tests,324,50,2
2020-2021 School Year,Kipp Columbus Primary,Teacher39,2869,1,11/9/2020,Star Math Enterprise Tests,325,51,30
2020-2021 School Year,Kipp Columbus Primary,Teacher41,2822,1,9/8/2020,Star Math Enterprise Tests,325,67,
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2739,1,11/2/2020,Star Math Enterprise Tests,326,62,
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2816,1,11/5/2020,Star Math Enterprise Tests,326,67,
2020-2021 School Year,Kipp Columbus Primary,Teacher42,2987,1,11/11/2020,Star Math Enterprise Tests,326,51,38
2020-2021 School Year,Kipp Columbus Primary,Teacher36,2986,1,1/20/2021,Star Math Enterprise Tests,326,62,
2020-2021 School Year,Kipp Columbus Primary,Teacher36,2652,1,11/6/2020,Star Math Enterprise Tests,328,62,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2798,1,9/9/2020,Star Math Enterprise Tests,329,63,
2020-2021 School Year,Kipp Columbus Primary,Teacher41,2958,1,9/9/2020,Star Math Enterprise Tests,329,52,2
2020-2021 School Year,Kipp Columbus Primary,Teacher41,3025,1,9/8/2020,Star Math Enterprise Tests,329,52,44
2020-2021 School Year,Kipp Columbus Primary,Teacher36,2665,1,11/5/2020,Star Math Enterprise Tests,330,52,27
2020-2021 School Year,Kipp Columbus Primary,Teacher41,2983,1,11/4/2020,Star Math Enterprise Tests,331,70,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2871,1,1/19/2021,Star Math Enterprise Tests,331,53,9
2020-2021 School Year,Kipp Columbus Primary,Teacher41,2832,1,1/19/2021,Star Math Enterprise Tests,333,70,
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2960,1,11/4/2020,Star Math Enterprise Tests,333,65,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2698,1,1/19/2021,Star Math Enterprise Tests,333,70,
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2739,1,1/20/2021,Star Math Enterprise Tests,334,54,6
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2743,1,1/19/2021,Star Math Enterprise Tests,335,54,64
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2794,1,9/10/2020,Star Math Enterprise Tests,335,54,13
2020-2021 School Year,Kipp Columbus Primary,Teacher40,2720,1,1/19/2021,Star Math Enterprise Tests,335,71,
2020-2021 School Year,Kipp Columbus Primary,Teacher38,2877,1,1/19/2021,Star Math Enterprise Tests,336,54,51
2020-2021 School Year,Kipp Columbus Primary,Teacher39,2824,1,9/17/2020,Star Math Enterprise Tests,336,72,
2020-2021 School Year,Kipp Columbus Primary,Teacher43,3032,1,9/8/2020,Star Math Enterprise Tests,337,55,27
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2874,1,1/21/2021,Star Math Enterprise Tests,337,66,
2020-2021 School Year,Kipp Columbus Primary,Teacher36,2841,1,9/8/2020,Star Math Enterprise Tests,338,67,
2020-2021 School Year,Kipp Columbus Primary,Teacher42,2861,1,1/19/2021,Star Math Enterprise Tests,339,56,1
2020-2021 School Year,Kipp Columbus Primary,Teacher40,2720,1,9/17/2020,Star Math Enterprise Tests,340,57,18
2020-2021 School Year,Kipp Columbus Primary,Teacher36,3009,1,1/19/2021,Star Math Enterprise Tests,340,73,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2993,1,11/4/2020,Star Math Enterprise Tests,340,68,
2020-2021 School Year,Kipp Columbus Primary,Teacher43,3006,1,11/4/2020,Star Math Enterprise Tests,341,57,39
2020-2021 School Year,Kipp Columbus Primary,Teacher40,3015,1,1/22/2021,Star Math Enterprise Tests,342,68,
2020-2021 School Year,Kipp Columbus Primary,Teacher42,2976,1,9/8/2020,Star Math Enterprise Tests,343,74,
2020-2021 School Year,Kipp Columbus Primary,Teacher41,2826,1,9/8/2020,Star Math Enterprise Tests,343,69,
2020-2021 School Year,Kipp Columbus Primary,Teacher38,2792,1,11/4/2020,Star Math Enterprise Tests,343,58,63
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2794,1,11/10/2020,Star Math Enterprise Tests,344,74,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,3029,1,1/19/2021,Star Math Enterprise Tests,345,70,
2020-2021 School Year,Kipp Columbus Primary,Teacher40,2882,1,1/19/2021,Star Math Enterprise Tests,345,58,36
2020-2021 School Year,Kipp Columbus Primary,Teacher41,2844,1,11/6/2020,Star Math Enterprise Tests,345,75,
2020-2021 School Year,Kipp Columbus Primary,Teacher38,2691,1,11/4/2020,Star Math Enterprise Tests,345,58,46
2020-2021 School Year,Kipp Columbus Primary,Teacher39,3022,1,11/2/2020,Star Math Enterprise Tests,345,75,
2020-2021 School Year,Kipp Columbus Primary,Teacher41,3001,1,1/19/2021,Star Math Enterprise Tests,345,58,71
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2696,1,9/9/2020,Star Math Enterprise Tests,346,58,1
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2874,1,11/11/2020,Star Math Enterprise Tests,347,70,
2020-2021 School Year,Kipp Columbus Primary,Teacher41,2983,1,11/4/2020,Star Math Enterprise Tests,347,70,
2020-2021 School Year,Kipp Columbus Primary,Teacher38,2899,1,11/9/2020,Star Math Enterprise Tests,347,59,4
2020-2021 School Year,Kipp Columbus Primary,Teacher41,3000,1,11/4/2020,Star Math Enterprise Tests,348,71,
2020-2021 School Year,Kipp Columbus Primary,Teacher42,2987,1,1/21/2021,Star Math Enterprise Tests,349,71,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2871,1,1/22/2021,Star Math Enterprise Tests,350,76,
2020-2021 School Year,Kipp Columbus Primary,Teacher41,2826,1,1/19/2021,Star Math Enterprise Tests,350,76,
2020-2021 School Year,Kipp Columbus Primary,Teacher38,2899,1,9/8/2020,Star Math Enterprise Tests,350,71,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2806,1,11/5/2020,Star Math Enterprise Tests,350,60,47
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2794,1,1/19/2021,Star Math Enterprise Tests,351,72,
2020-2021 School Year,Kipp Columbus Primary,Teacher40,2720,1,9/10/2020,Star Math Enterprise Tests,351,72,
2020-2021 School Year,Kipp Columbus Primary,Teacher42,2659,1,9/9/2020,Star Math Enterprise Tests,351,60,86
2020-2021 School Year,Kipp Columbus Primary,Teacher41,2963,1,11/9/2020,Star Math Enterprise Tests,351,72,
2020-2021 School Year,Kipp Columbus Primary,Teacher39,2925,1,11/10/2020,Star Math Enterprise Tests,352,77,
2020-2021 School Year,Kipp Columbus Primary,Teacher42,2790,1,9/9/2020,Star Math Enterprise Tests,352,61,69
2020-2021 School Year,Kipp Columbus Primary,Teacher42,2674,1,3/8/2021,Star Math Enterprise Tests,352,77,
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2696,1,1/19/2021,Star Math Enterprise Tests,352,72,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2931,1,1/19/2021,Star Math Enterprise Tests,353,62,89
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2931,1,1/19/2021,Star Math Enterprise Tests,353,72,
2020-2021 School Year,Kipp Columbus Primary,Teacher42,2888,1,1/19/2021,Star Math Enterprise Tests,353,62,17
2020-2021 School Year,Kipp Columbus Primary,Teacher41,2826,1,1/19/2021,Star Math Enterprise Tests,354,62,20
2020-2021 School Year,Kipp Columbus Primary,Teacher42,2888,1,9/8/2020,Star Math Enterprise Tests,354,78,
2020-2021 School Year,Kipp Columbus Primary,Teacher39,2712,1,1/19/2021,Star Math Enterprise Tests,356,63,70
2020-2021 School Year,Kipp Columbus Primary,Teacher42,2888,1,11/5/2020,Star Math Enterprise Tests,357,74,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2993,1,1/19/2021,Star Math Enterprise Tests,357,79,
2020-2021 School Year,Kipp Columbus Primary,Teacher39,3022,1,9/8/2020,Star Math Enterprise Tests,357,63,24
2020-2021 School Year,Kipp Columbus Primary,Teacher40,2863,1,1/21/2021,Star Math Enterprise Tests,357,79,
2020-2021 School Year,Kipp Columbus Primary,Teacher36,2651,1,11/5/2020,Star Math Enterprise Tests,358,79,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,3029,1,9/9/2020,Star Math Enterprise Tests,359,64,5
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2874,1,1/19/2021,Star Math Enterprise Tests,360,75,
2020-2021 School Year,Kipp Columbus Primary,Teacher36,2913,1,11/2/2020,Star Math Enterprise Tests,360,75,
2020-2021 School Year,Kipp Columbus Primary,Teacher36,2793,1,9/9/2020,Star Math Enterprise Tests,360,80,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2895,1,1/21/2021,Star Math Enterprise Tests,360,64,90
2020-2021 School Year,Kipp Columbus Primary,Teacher36,2955,1,1/19/2021,Star Math Enterprise Tests,360,75,
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2932,1,9/8/2020,Star Math Enterprise Tests,362,76,
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2771,1,9/9/2020,Star Math Enterprise Tests,363,81,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2647,1,9/8/2020,Star Math Enterprise Tests,363,81,
2020-2021 School Year,Kipp Columbus Primary,Teacher42,2694,1,9/8/2020,Star Math Enterprise Tests,366,81,
2020-2021 School Year,Kipp Columbus Primary,Teacher40,2644,1,9/9/2020,Star Math Enterprise Tests,367,68,5
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2739,1,11/4/2020,Star Math Enterprise Tests,367,82,
2020-2021 School Year,Kipp Columbus Primary,Teacher42,2700,1,1/19/2021,Star Math Enterprise Tests,367,81,
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2932,1,11/4/2020,Star Math Enterprise Tests,368,68,16
2020-2021 School Year,Kipp Columbus Primary,Teacher40,2929,1,11/4/2020,Star Math Enterprise Tests,368,78,
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2894,1,11/4/2020,Star Math Enterprise Tests,369,82,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2865,1,1/19/2021,Star Math Enterprise Tests,371,79,
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2864,1,9/8/2020,Star Math Enterprise Tests,371,79,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,3024,1,9/8/2020,Star Math Enterprise Tests,371,79,
2020-2021 School Year,Kipp Columbus Primary,Teacher36,2955,1,11/5/2020,Star Math Enterprise Tests,372,83,
2020-2021 School Year,Kipp Columbus Primary,Teacher37,3020,1,1/22/2021,Star Math Enterprise Tests,372,83,
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2660,1,1/19/2021,Star Math Enterprise Tests,372,83,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2782,1,11/4/2020,Star Math Enterprise Tests,372,69,
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2932,1,9/11/2020,Star Math Enterprise Tests,374,83,
2020-2021 School Year,Kipp Columbus Primary,Teacher41,2983,1,1/19/2021,Star Math Enterprise Tests,374,70,45
2020-2021 School Year,Kipp Columbus Primary,Teacher41,2963,1,9/9/2020,Star Math Enterprise Tests,374,70,8
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2655,1,9/17/2020,Star Math Enterprise Tests,375,80,
2020-2021 School Year,Kipp Columbus Primary,Teacher38,2717,1,9/8/2020,Star Math Enterprise Tests,375,70,84
2020-2021 School Year,Kipp Columbus Primary,Teacher39,2773,1,9/11/2020,Star Math Enterprise Tests,377,71,15
2020-2021 School Year,Kipp Columbus Primary,Teacher39,2869,1,9/10/2020,Star Math Enterprise Tests,378,81,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2698,1,11/4/2020,Star Math Enterprise Tests,379,81,
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2701,1,11/9/2020,Star Math Enterprise Tests,380,72,81
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2701,1,1/19/2021,Star Math Enterprise Tests,381,72,81
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2803,1,1/19/2021,Star Math Enterprise Tests,381,85,
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2702,1,11/4/2020,Star Math Enterprise Tests,382,73,71
2020-2021 School Year,Kipp Columbus Primary,Teacher39,2824,1,1/19/2021,Star Math Enterprise Tests,384,74,51
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2871,1,1/27/2021,Star Math Enterprise Tests,384,82,
2020-2021 School Year,Kipp Columbus Primary,Teacher36,2913,1,1/19/2021,Star Math Enterprise Tests,385,86,
2020-2021 School Year,Kipp Columbus Primary,Teacher39,2699,1,9/8/2020,Star Math Enterprise Tests,385,82,
2020-2021 School Year,Kipp Columbus Primary,Teacher42,2861,1,1/19/2021,Star Math Enterprise Tests,386,83,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2862,1,9/8/2020,Star Math Enterprise Tests,386,74,12
2020-2021 School Year,Kipp Columbus Primary,Teacher36,3002,1,1/19/2021,Star Math Enterprise Tests,386,86,
2020-2021 School Year,Kipp Columbus Primary,Teacher39,2773,1,11/4/2020,Star Math Enterprise Tests,386,86,
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2866,1,9/11/2020,Star Math Enterprise Tests,387,86,
2020-2021 School Year,Kipp Columbus Primary,Teacher39,3014,1,11/5/2020,Star Math Enterprise Tests,388,86,
2020-2021 School Year,Kipp Columbus Primary,Teacher36,2841,1,11/6/2020,Star Math Enterprise Tests,389,76,8
2020-2021 School Year,Kipp Columbus Primary,Teacher39,2773,1,11/5/2020,Star Math Enterprise Tests,390,84,
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2803,1,11/4/2020,Star Math Enterprise Tests,390,76,27
2020-2021 School Year,Kipp Columbus Primary,Teacher42,2959,1,11/4/2020,Star Math Enterprise Tests,390,86,
2020-2021 School Year,Kipp Columbus Primary,Teacher36,3027,1,1/19/2021,Star Math Enterprise Tests,391,76,10
2020-2021 School Year,Kipp Columbus Primary,Teacher40,2704,1,1/21/2021,Star Math Enterprise Tests,391,76,78
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2660,1,11/5/2020,Star Math Enterprise Tests,392,77,34
2020-2021 School Year,Kipp Columbus Primary,Teacher38,2899,1,9/8/2020,Star Math Enterprise Tests,393,87,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,2647,1,9/8/2020,Star Math Enterprise Tests,393,85,
2020-2021 School Year,Kipp Columbus Primary,Teacher38,2685,1,1/19/2021,Star Math Enterprise Tests,394,87,
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2739,1,1/25/2021,Star Math Enterprise Tests,394,85,
2020-2021 School Year,Kipp Columbus Primary,Teacher43,2660,1,11/4/2020,Star Math Enterprise Tests,395,85,
2020-2021 School Year,Kipp Columbus Primary,Teacher41,2958,1,1/19/2021,Star Math Enterprise Tests,396,87,
2020-2021 School Year,Kipp Columbus Primary,Teacher37,2794,1,9/8/2020,Star Math Enterprise Tests,396,87,
2020-2021 School Year,Kipp Columbus Primary,Teacher36,2651,1,11/4/2020,Star Math Enterprise Tests,397,85,
2020-2021 School Year,Kipp Columbus Primary,Teacher35,3029,1,9/9/2020,Star Math Enterprise Tests,398,88,
